"id","p","ic","ty","cs","d","f","t","l","date","dl","r"
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","2","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","1010","13-55-1532156118","471",NA
"southeastasia_HD_ID_TTL292882014272160","106.617189-6.218227","6","3","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","850","13-55-1532156118","651",NA
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","slow traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","13-55-1532156118","199",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6760","13-55-1532156118","1264","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","13-57-1532156239",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","13-57-1532156239",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","13-57-1532156239",NA,NA
"southeastasia_HD_ID_TTL292891246349200","106.649737-6.253351","6","2","0","queuing traffic","Jalan Serpong Raya - Pakulonan","Jalan Bhayangkara","2130","13-57-1532156239","568",NA
"southeastasia_HD_ID_TTL292891246579357","106.648306-6.240176","6","2","0","stationary traffic","Jalan Bhayangkara","Pakulonan Barat","410","13-57-1532156239","124",NA
"southeastasia_HD_ID_TTL292900480166451","106.658242-6.23978","6","2","0","queuing traffic","Jalan Sutera Utama","Jalan Alam Utama","800","13-57-1532156239","213",NA
"southeastasia_HD_ID_TTL292900480064064","106.651637-6.24254","6","2","0","stationary traffic","Panunggangan","Jalan Ruko Delapan","420","13-57-1532156239","196",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","780","13-57-1532156239","379",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","13-57-1532156239","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660637-6.233268","6","3","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","560","13-57-1532156239","271",NA
"southeastasia_HD_ID_TTL292900480038592","106.651623-6.237932","6","3","0","stationary traffic","Jalan Raya Serpong","Jalan Sutera Utama","360","13-57-1532156239","211",NA
"southeastasia_HD_ID_TTL292891247270544","106.642955-6.235194","6","2","0","slow traffic","Jalan Gading Serpong Bulevar","Jalan Gading Serpong Bulevar","510","13-57-1532156239","115",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","13-57-1532156239","231",NA
"southeastasia_HD_ID_TTL292872780300852","106.615047-6.22553","6","3","0","stationary traffic","Jalan Diponegoro","Jalan Tol Jakarta - Tangerang","370","13-57-1532156239","154",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","460","13-57-1532156239","349",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","350","13-57-1532156239","268",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3090","13-57-1532156239","761",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","13-57-1532156239","357",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6760","13-57-1532156239","1264","AH2"
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","2","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","1010","13-57-1532156239","471",NA
"southeastasia_HD_ID_TTL292882014272160","106.617189-6.218227","6","3","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","850","13-57-1532156239","651",NA
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","13-57-1532156239","274",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","13-59-1532156361",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","13-59-1532156361",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","13-59-1532156361",NA,NA
"southeastasia_HD_ID_TTL292891246349200","106.649737-6.253351","6","2","0","queuing traffic","Jalan Serpong Raya - Pakulonan","Jalan Bhayangkara","1960","13-59-1532156361","523",NA
"southeastasia_HD_ID_TTL292891246579356","106.648306-6.240176","6","2","0","stationary traffic","Jalan Bhayangkara","Pakulonan Barat","410","13-59-1532156361","124",NA
"southeastasia_HD_ID_TTL292900480166451","106.658242-6.23978","6","2","0","queuing traffic","Jalan Sutera Utama","Jalan Alam Utama","800","13-59-1532156361","253",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","780","13-59-1532156361","379",NA
"southeastasia_HD_ID_TTL292900480038592","106.651623-6.237932","6","3","0","stationary traffic","Jalan Raya Serpong","Jalan Sutera Utama","360","13-59-1532156361","211",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","13-59-1532156361","357",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","13-59-1532156361","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660637-6.233268","6","3","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","560","13-59-1532156361","271",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","13-59-1532156361","231",NA
"southeastasia_HD_ID_TTL292872780300852","106.615047-6.22553","6","3","0","stationary traffic","Jalan Diponegoro","Jalan Tol Jakarta - Tangerang","380","13-59-1532156361","158",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","460","13-59-1532156361","349",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","350","13-59-1532156361","268",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3090","13-59-1532156361","885",NA
"southeastasia_HD_ID_TTL292882014272162","106.616173-6.217383","6","2","0","queuing traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","590","13-59-1532156361","155",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","2","0","stationary traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","1010","13-59-1532156361","471",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","13-59-1532156361","191",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","6760","13-59-1532156361","1264","AH2"
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","13-59-1532156361","233",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-01-1532156483",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-01-1532156483",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-01-1532156483",NA,NA
"southeastasia_HD_ID_TTL292891246579356","106.648306-6.240176","6","2","0","stationary traffic","Jalan Bhayangkara","Pakulonan Barat","410","14-01-1532156483","124",NA
"southeastasia_HD_ID_TTL292891246349200","106.649737-6.253351","6","2","0","slow traffic","Jalan Serpong Raya - Pakulonan","Jalan Gading Serpong Bulevar","2610","14-01-1532156483","506",NA
"southeastasia_HD_ID_TTL292900480166451","106.658242-6.23978","6","2","0","queuing traffic","Jalan Sutera Utama","Jalan Alam Utama","800","14-01-1532156483","213",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","850","14-01-1532156483","412",NA
"southeastasia_HD_ID_TTL292900480038592","106.651623-6.237932","6","3","0","stationary traffic","Jalan Raya Serpong","Jalan Sutera Utama","360","14-01-1532156483","211",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","14-01-1532156483","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660637-6.233268","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","560","14-01-1532156483","187",NA
"southeastasia_HD_ID_TTL292891247411386","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","14-01-1532156483","231",NA
"southeastasia_HD_ID_TTL292872780300852","106.615047-6.22553","6","3","0","stationary traffic","Jalan Diponegoro","Jalan Tol Jakarta - Tangerang","380","14-01-1532156483","158",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","460","14-01-1532156483","349",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","370","14-01-1532156483","283",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3090","14-01-1532156483","885",NA
"southeastasia_HD_ID_TTL292909714572976","106.648991-6.211828","6","2","0","queuing traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","1010","14-01-1532156483","471",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","14-01-1532156483","191",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","7070","14-01-1532156483","1428","AH2"
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","14-01-1532156483","357",NA
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","14-01-1532156483","233",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-03-1532156605",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-03-1532156605",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-03-1532156605",NA,NA
"southeastasia_HD_ID_TTL292900480166451","106.658242-6.23978","6","2","0","queuing traffic","Jalan Sutera Utama","Jalan Alam Utama","800","14-03-1532156605","213",NA
"southeastasia_HD_ID_TTL292891246349200","106.649737-6.253351","6","2","0","slow traffic","Jalan Serpong Raya - Pakulonan","Jalan Gading Serpong Bulevar","2640","14-03-1532156605","599",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","850","14-03-1532156605","412",NA
"southeastasia_HD_ID_TTL292900480038592","106.651623-6.237932","6","3","0","stationary traffic","Jalan Raya Serpong","Jalan Sutera Utama","360","14-03-1532156605","211",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","14-03-1532156605","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660691-6.23408","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","460","14-03-1532156605","184",NA
"southeastasia_HD_ID_TTL292872780300852","106.615047-6.22553","6","3","0","stationary traffic","Jalan Diponegoro","Jalan Tol Jakarta - Tangerang","370","14-03-1532156605","154",NA
"southeastasia_HD_ID_TTL292891247411386","106.631849-6.222479","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","330","14-03-1532156605","163",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","14-03-1532156605","357",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","300","14-03-1532156605","234",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","370","14-03-1532156605","217",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3360","14-03-1532156605","966",NA
"southeastasia_HD_ID_TTL292909714572976","106.648194-6.212957","6","2","0","queuing traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","770","14-03-1532156605","359",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","14-03-1532156605","191",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","7010","14-03-1532156605","1416","AH2"
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","14-03-1532156605","233",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-05-1532156727",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-05-1532156727",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-05-1532156727",NA,NA
"southeastasia_HD_ID_TTL292891246349200","106.649356-6.251456","6","2","0","slow traffic","Jalan Serpong Raya - Pakulonan","Jalan Bhayangkara","1910","14-05-1532156727","371",NA
"southeastasia_HD_ID_TTL292900480166451","106.657948-6.24056","6","2","0","queuing traffic","Paku Alam","Pakulonan Barat","700","14-05-1532156727","186",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","850","14-05-1532156727","412",NA
"southeastasia_HD_ID_TTL292900480038592","106.651623-6.237932","6","3","0","stationary traffic","Jalan Raya Serpong","Jalan Sutera Utama","360","14-05-1532156727","211",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","14-05-1532156727","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660691-6.23408","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","460","14-05-1532156727","184",NA
"southeastasia_HD_ID_TTL292872780544038","106.617477-6.223633","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan Diponegoro / Jalan Vila Ilhami","210","14-05-1532156727","123",NA
"southeastasia_HD_ID_TTL292872780300852","106.615047-6.22553","6","3","0","queuing traffic","Jalan Diponegoro","Jalan Tol Jakarta - Tangerang","370","14-05-1532156727","154",NA
"southeastasia_HD_ID_TTL292891247411386","106.631849-6.222479","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","330","14-05-1532156727","163",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","300","14-05-1532156727","234",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","370","14-05-1532156727","217",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","14-05-1532156727","432",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3020","14-05-1532156727","745",NA
"southeastasia_HD_ID_TTL292909714572976","106.648194-6.212957","6","2","0","queuing traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","770","14-05-1532156727","359",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","14-05-1532156727","191",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","7070","14-05-1532156727","1550","AH2"
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","14-05-1532156727","233",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-07-1532156849",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-07-1532156849",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-07-1532156849",NA,NA
"southeastasia_HD_ID_TTL292891246348944","106.649356-6.251456","6","2","0","slow traffic","Jalan Serpong Raya - Pakulonan","Pakulonan Barat","660","14-07-1532156849","127",NA
"southeastasia_HD_ID_TTL292891246349200","106.64798-6.244653","6","2","0","queuing traffic","Jalan Bhayangkara","Jalan Bhayangkara","1130","14-07-1532156849","256",NA
"southeastasia_HD_ID_TTL292872780544038","106.617477-6.223633","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan Diponegoro / Jalan Vila Ilhami","210","14-07-1532156849","123",NA
"southeastasia_HD_ID_TTL292891247411386","106.631849-6.222479","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","330","14-07-1532156849","163",NA
"southeastasia_HD_ID_TTL292882011213073","106.652651-6.256928","6","2","0","queuing traffic","Jalan Wates","Jalan Letnan Sutopo","2530","14-07-1532156849","361",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Jalur Sutera","850","14-07-1532156849","412",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","14-07-1532156849","157",NA
"southeastasia_HD_ID_TTL292909714112176","106.660691-6.23408","6","3","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","460","14-07-1532156849","224",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","14-07-1532156849","432",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","460","14-07-1532156849","269",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","370","14-07-1532156849","217",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3060","14-07-1532156849","876",NA
"southeastasia_HD_ID_TTL292909714572976","106.648194-6.212957","6","2","0","queuing traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","770","14-07-1532156849","359",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","14-07-1532156849","191",NA
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","14-07-1532156849","233",NA
"southeastasia_HD_ID_TTL292965116377738","106.640823-6.220533","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","7070","14-07-1532156849","1550","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-09-1532156971",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-09-1532156971",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-09-1532156971",NA,NA
"southeastasia_HD_ID_TTL292882011213073","106.652651-6.256928","6","1","0","slow traffic","Jalan Wates","Jalan Letnan Sutopo","2530","14-09-1532156971","323",NA
"southeastasia_HD_ID_TTL292891246348944","106.649356-6.251456","6","1","0","slow traffic","Jalan Serpong Raya - Pakulonan","Jalan Alam Sutera Boulevard","690","14-09-1532156971","115",NA
"southeastasia_HD_ID_TTL292891246349200","106.64798-6.244653","6","1","0","slow traffic","Jalan Bhayangkara","Jalan Bhayangkara","1130","14-09-1532156971","188",NA
"southeastasia_HD_ID_TTL292909713536049","106.66059-6.237648","6","3","0","queuing traffic","Jalan Alam Sutera Boulevard","Jalan Boulevard Graha Raya","270","14-09-1532156971","157",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Paku Alam","Jalan Alam Sutera Boulevard","890","14-09-1532156971","431",NA
"southeastasia_HD_ID_TTL292909714112176","106.660691-6.23408","6","2","0","stationary traffic","Jalan Alam Sutera Boulevard","Jalan Alam Sutera Boulevard","460","14-09-1532156971","184",NA
"southeastasia_HD_ID_TTL292872780544038","106.617477-6.223633","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan Diponegoro / Jalan Vila Ilhami","260","14-09-1532156971","199",NA
"southeastasia_HD_ID_TTL292891247411386","106.631849-6.222479","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","330","14-09-1532156971","163",NA
"southeastasia_HD_ID_TTL292909714739248","106.650312-6.22449","6","3","0","stationary traffic","Jalan Jalur Sutera Boulevard","Jalan Raya Serpong","580","14-09-1532156971","347",NA
"southeastasia_HD_ID_TTL292854313459392","106.601645-6.219681","6","3","0","stationary traffic","Jalan Harapan Kita Raya","Jalan Tol Jakarta - Tangerang","370","14-09-1532156971","217",NA
"southeastasia_HD_ID_TTL292891247027346","106.62919-6.206517","6","2","0","queuing traffic","Jalan Pahlawan Kemerdekaan","Jalan Gading Serpong Bulevar","3030","14-09-1532156971","871",NA
"southeastasia_HD_ID_TTL292946648486432","106.691363-6.221604","6","3","0","stationary traffic","Jalan Tol Jakarta - Tangerang","Jalan HOS Cokroaminoto","870","14-09-1532156971","432",NA
"southeastasia_HD_ID_TTL292965116377738","106.639031-6.220807","6","3","0","stationary traffic","Tangerang [18]","Karang Tengah [11]","7310","14-09-1532156971","1602","AH2"
"southeastasia_HD_ID_TTL292909714572976","106.648194-6.212957","6","2","0","queuing traffic","Jalan Taman Banjar Wijaya Boulevard","Jalan Tol Jakarta - Tangerang","770","14-09-1532156971","293",NA
"southeastasia_HD_ID_TTL292882014272160","106.618137-6.214649","6","2","0","stationary traffic","Jalan Palem Raja Raya","Jalan Kavling Pemda","410","14-09-1532156971","191",NA
"southeastasia_HD_ID_TTL292882014476838","106.621235-6.203452","6","2","0","queuing traffic","Jalan Teuku Umar","Jalan Palem Raja Raya","1030","14-09-1532156971","233",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","14-11-1532157093",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.606054-6.202527","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","130","14-11-1532157093",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","14-11-1532157093",NA,NA
"southeastasia_HD_ID_TTL292882011213073","106.652651-6.256928","6","2","0","queuing traffic","Jalan Wates","Jalan Pahlawan Seribu / Jalan Pondok Anyelir","1520","14-11-1532157093","242",NA
"southeastasia_HD_ID_TTL292891246349200","106.64798-6.244653","6","1","0","slow traffic","Jalan Bhayangkara","Jalan Bhayangkara","1130","14-11-1532157093","188",NA
