"id","p","ic","ty","cs","d","f","t","l","date","dl","r"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-42-45",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-42-45",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-42-45",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-44-1532137487",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-44-1532137487",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-44-1532137487",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-46-1532137608",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-46-1532137608",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-46-1532137608",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-48-1532137730",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-48-1532137730",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-48-1532137730",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-50-1532137851",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-50-1532137851",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-50-1532137851",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-52-1532137972",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-52-1532137972",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-52-1532137972",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-54-1532138094",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-54-1532138094",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-54-1532138094",NA,NA
"southeastasia_HD_ID_TTL292918948172801","106.664663-6.219374","6","2","0","queuing traffic","Kunciran [14]","Tangerang [18]","250","08-54-1532138094","35","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-56-1532138215",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-56-1532138215",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-56-1532138215",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","08-58-1532138337",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","08-58-1532138337",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","08-58-1532138337",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.696219-6.208089","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","500","08-58-1532138337","43","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-00-1532138458",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-00-1532138458",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-00-1532138458",NA,NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-03-1532138580",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-03-1532138580",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-03-1532138580",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.696219-6.208089","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","500","09-03-1532138580","50","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-05-1532138701",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-05-1532138701",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-05-1532138701",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.690712-6.210156","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1090","09-05-1532138701","85","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-07-1532138823",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-07-1532138823",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-07-1532138823",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.690712-6.210156","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1090","09-07-1532138823","94","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-09-1532138944",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-09-1532138944",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-09-1532138944",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1690","09-09-1532138944","120","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-11-1532139066",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-11-1532139066",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-11-1532139066",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1800","09-11-1532139066","128","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-13-1532139188",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-13-1532139188",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-13-1532139188",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1900","09-13-1532139188","141","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-15-1532139311",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-15-1532139311",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-15-1532139311",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1690","09-15-1532139311","145","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-17-1532139433",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-17-1532139433",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-17-1532139433",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2310","09-17-1532139433","259","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-19-1532139554",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-19-1532139554",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-19-1532139554",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","slow traffic","Tangerang [18]","Karang Tengah [11]","1990","09-19-1532139554","211","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-21-1532139676",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-21-1532139676",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-21-1532139676",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","1910","09-21-1532139676","240","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-23-1532139797",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-23-1532139797",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-23-1532139797",NA,NA
"southeastasia_HD_ID_TTL292965116377738","106.68503-6.211751","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","1910","09-23-1532139797","226","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-25-1532139919",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-25-1532139919",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-25-1532139919",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","260","09-25-1532139919","157",NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2180","09-25-1532139919","244","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-27-1532140041",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-27-1532140041",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-27-1532140041",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","260","09-27-1532140041","157",NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2180","09-27-1532140041","258","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-29-1532140163",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-29-1532140163",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-29-1532140163",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","2","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","350","09-29-1532140163","141",NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2180","09-29-1532140163","258","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-31-1532140284",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-31-1532140284",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-31-1532140284",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","2","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","350","09-31-1532140284","141",NA
"southeastasia_HD_ID_TTL292965116377738","106.680724-6.212946","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2250","09-31-1532140284","266","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-33-1532140406",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-33-1532140406",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-33-1532140406",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","550","09-33-1532140406","337",NA
"southeastasia_HD_ID_TTL292955881996832","106.695071-6.221285","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","310","09-33-1532140406","155",NA
"southeastasia_HD_ID_TTL292965116377738","106.679302-6.213341","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2350","09-33-1532140406","278","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-35-1532140527",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-35-1532140527",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-35-1532140527",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","550","09-35-1532140527","337",NA
"southeastasia_HD_ID_TTL292955881996832","106.695071-6.221285","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-35-1532140527","215",NA
"southeastasia_HD_ID_TTL292965116377738","106.678479-6.213572","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","2440","09-35-1532140527","289","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-37-1532140649",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-37-1532140649",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-37-1532140649",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","550","09-37-1532140649","337",NA
"southeastasia_HD_ID_TTL292955881996832","106.695071-6.221285","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-37-1532140649","215",NA
"southeastasia_HD_ID_TTL292965116377738","106.674438-6.214702","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3100","09-37-1532140649","389","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-39-1532140771",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-39-1532140771",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-39-1532140771",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","550","09-39-1532140771","337",NA
"southeastasia_HD_ID_TTL292955881996832","106.695071-6.221285","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-39-1532140771","215",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3530","09-39-1532140771","418","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-41-1532140892",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-41-1532140892",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-41-1532140892",NA,NA
"southeastasia_HD_ID_TTL292854312588834","106.611968-6.241527","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","360","09-41-1532140892","384",NA
"southeastasia_HD_ID_TTL292863546086439","106.611752-6.236239","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","550","09-41-1532140892","337",NA
"southeastasia_HD_ID_TTL292872780083360","106.616188-6.229337","6","3","0","queuing traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Bumi Kelapa Indah","300","09-41-1532140892","176",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-41-1532140892","272",NA
"southeastasia_HD_ID_TTL292955881996832","106.695071-6.221285","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-41-1532140892","215",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3300","09-41-1532140892","391","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-43-1532141014",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-43-1532141014",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-43-1532141014",NA,NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-43-1532141014","272",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","2","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","620","09-43-1532141014","186",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3480","09-43-1532141014","464","AH2"
"southeastasia_HD_ID_TTL292854312588834","106.611968-6.241527","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","360","09-43-1532141014","384",NA
"southeastasia_HD_ID_TTL292863546086439","106.611732-6.237029","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","450","09-43-1532141014","276",NA
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-45-1532141136",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-45-1532141136",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-45-1532141136",NA,NA
"southeastasia_HD_ID_TTL292854312588834","106.611968-6.241527","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","360","09-45-1532141136","384",NA
"southeastasia_HD_ID_TTL292863546086439","106.611732-6.237029","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","450","09-45-1532141136","276",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-45-1532141136","272",NA
